id,date,polity,event,confidence,core_sources,modern_direction,cause,consequence,target
"NS-0960-CHENQIAO","960年正月","后周禁军与赵匡胤集团","陈桥兵变后赵匡胤即帝位，改国号宋","核心事实可靠；黄袍加身仪式细节多出自后起叙事","《宋史》卷1〈太祖本纪一〉；《续资治通鉴长编》建隆元年正月条；《宋会要辑稿·礼》建国礼仪条","五代禁军政变机制与宋初合法性建构研究","后周幼主继位、禁军将领掌兵与北伐动员共同造成权力转换条件","宋廷取得汴京中枢和后周官僚资源，但须继续处理藩镇、割据政权与契丹边患","chapters/northern-song/foundation-and-unification.tex"
"NS-0960-KAIFENG-CAPITAL","960年","宋","宋廷承用开封为东京和中央行政中心","建都事实可靠；城坊、水系的具体承袭层次须由考古分期核对","《宋史》卷1〈太祖本纪一〉；《宋会要辑稿·方域》京师条；开封北宋东京城遗址城垣、街道与水系考古资料","北宋东京的城市空间、漕运与宫城考古研究","新朝须占有后周既有都城、仓储和运河节点以维持禁军与百官","以汴河—开封为中心的财政与交通结构成为统一战争和城市供给的长期条件","chapters/northern-song/foundation-and-unification.tex"
"NS-0961-MILITARY-POWER","961年前后","宋","太祖以宴饮、任官和调动方式削弱禁军宿将的独立兵权","权力重组可靠；后世所谓杯酒释兵权的对话与一次性发生说有文学化可能","《宋史》卷1〈太祖本纪一〉；《宋史》卷250〈石守信传〉；《续资治通鉴长编》建隆二年条","宋初禁军统帅、优礼退休与军政分权研究","五代以来统兵将领可凭禁军发动政变，新朝需降低同类风险","中央以轮调、文官监军和财赋供养重塑军事指挥，亦增加对东京财政的依赖","chapters/northern-song/foundation-and-unification.tex"
"NS-0963-JINGNAN","963年","宋与荆南","宋军入荆南，结束高氏政权","年代可靠；投降过程与军队规模须谨慎采用宋方叙事","《宋史》卷2〈太祖本纪二〉；《续资治通鉴长编》乾德元年条；《宋会要辑稿·方域》荆南条","荆南归附、长江中游漕运与地方精英延续研究","荆南体量小且夹处宋、后蜀、南唐之间，难以保持独立军政","宋取得长江中游战略节点，并以改置州县试验对旧国行政资源的接收","chapters/northern-song/foundation-and-unification.tex"
"NS-0964-LATER-SHU-CAMPAIGN","964年冬","宋与后蜀","宋军发动伐后蜀战役","出兵日期可靠；行军路线和战功归属有异说","《宋史》卷2〈太祖本纪二〉；《宋史》卷479〈后蜀世家〉；《续资治通鉴长编》乾德二年冬条","剑门道路、四川粮赋与宋初征服后勤研究","宋先稳住荆南，意在消除西南割据并取得成都平原资源","战争打破后蜀防御体系，宋军开始面对山地运输、降附军民安置和四川财政整合","chapters/northern-song/foundation-and-unification.tex"
"NS-0965-LATER-SHU-ANNEXATION","965年","宋与后蜀","孟昶降宋，后蜀政权终结","降服事实可靠；宋军入蜀后的掠夺与赏赐范围须分证","《宋史》卷2〈太祖本纪二〉；《宋史》卷479〈后蜀世家〉；《续资治通鉴长编》乾德三年条","宋初四川接收、转运使体系与地方反应研究","成都失守后后蜀朝廷无力继续组织防御","宋获得西南富庶区，却因军纪、赋役与旧官安置问题埋下蜀地反抗条件","chapters/northern-song/foundation-and-unification.tex"
"NS-0971-SOUTHERN-HAN","971年","宋与南汉","宋军攻取广州，南汉刘鋹降服","核心过程可靠；伤亡、俘获与海上封锁数字多为战报","《宋史》卷2〈太祖本纪二〉；《宋史》卷480〈南汉世家〉；《续资治通鉴长编》开宝四年条","岭南征服、珠江水路与宋初海贸管理研究","宋为完成南方统一并控制岭南财赋、港口和盐业而南进","岭南纳入宋朝路州体系，朝廷需调适边地军政和既有海上贸易网络","chapters/northern-song/foundation-and-unification.tex"
"NS-0974-SOUTHERN-TANG-CAMPAIGN","974年秋","宋与南唐","宋军渡江围攻金陵，展开灭南唐战争","战争爆发可靠；兵力与战场细节须与不同传记互校","《宋史》卷2〈太祖本纪二〉；《宋史》卷478〈南唐世家〉；《续资治通鉴长编》开宝七年条","长江渡江作战、江南财赋与南唐降附研究","南唐虽称臣仍保有江南政权和长江防线，宋欲完成东南统一","江南战争将宋的财政、漕运和攻城能力集中到长江下游","chapters/northern-song/foundation-and-unification.tex"
"NS-0975-SOUTHERN-TANG-ANNEXATION","975年十一月","宋与南唐","金陵陷落，李煜降宋，南唐灭亡","可靠纪年；李煜待遇和遗民反应不应以文学作品反推全体社会","《宋史》卷2〈太祖本纪二〉；《宋史》卷478〈南唐世家〉；《续资治通鉴长编》开宝八年十一月条","南唐覆亡、江南行政接收与文化记忆研究","金陵久围而援军不至，南唐军事和财政资源耗尽","宋控制江南税粮、手工业和水网地区，统一重心转向北汉与辽边","chapters/northern-song/foundation-and-unification.tex"
"NS-0976-TAIZU-SUCCESSION","976年十月","宋","太祖去世，赵光义即位为太宗","即位日期可靠；烛影斧声为后起传闻，不能据以断言继承阴谋","《宋史》卷2〈太祖本纪二〉；《宋史》卷3〈太宗本纪一〉；《续资治通鉴长编》开宝九年十月条","宋初继承叙事、兄终弟及与宗室政治研究","太祖猝逝而皇子与弟弟的继承次序未在现存材料中完全透明","太宗获得皇位并调整北伐议程，继承合法性成为后世政治记忆的争点","chapters/northern-song/taizong-and-liao.tex"
"NS-0979-NORTHERN-HAN","979年五月","宋与北汉","宋灭北汉，完成对中原和河东割据政权的统一","灭国事实可靠；辽援军作用与城内处境材料不均","《宋史》卷3〈太宗本纪一〉；《宋史》卷480〈北汉世家〉；《续资治通鉴长编》太平兴国四年五月条","太原防御、河东资源与宋辽边境形成研究","北汉长期依赖辽援，宋在统一南方后可集中兵力攻太原","河东并入宋朝，但宋与辽失去缓冲政权，边境冲突直接化","chapters/northern-song/taizong-and-liao.tex"
"NS-0979-GAOLIANG-RIVER","979年六月","宋与辽","宋军北攻幽州，在高梁河失利后南撤","战败可靠；宋辽双方兵力、皇帝受伤和追击路线说法不一","《宋史》卷3〈太宗本纪一〉；《辽史》〈景宗本纪〉；《续资治通鉴长编》太平兴国四年六月条","高梁河战役地望、宋辽军制与战报比较研究","北汉既灭，太宗试图趁势夺取燕云；辽军可依近畿与骑兵机动应战","宋放弃速取燕云的设想，北部边防和对辽外交成为长期财政军事负担","chapters/northern-song/taizong-and-liao.tex"
"NS-0986-YONGXI-CAMPAIGN","986年","宋与辽","宋以三路军北伐辽，随后遭挫撤军","战役序列可靠；将领责任、军数及各路协同失败须对读双方史书","《宋史》卷4〈太宗本纪二〉；《辽史》〈圣宗本纪〉；《续资治通鉴长编》雍熙三年条","雍熙北伐的多路指挥、补给与宋辽边境研究","宋廷仍欲夺回燕云，设想以多路并进牵制辽军","失利强化守势边防与岁费压力，也影响宋廷对将领授权的方式","chapters/northern-song/taizong-and-liao.tex"
"NS-0993-WANG-XIAOBO","993年","宋与蜀地起事者","王小波在成都平原起事，提出均贫富诉求","起事与口号见于史书；口号传播范围和社会代表性不可扩大解释","《宋史》卷4〈太宗本纪二〉；《宋史》卷464〈王小波传〉；《续资治通鉴长编》淳化四年条","宋初蜀地赋役、盐茶政策与起事语言研究","宋初接收蜀地后赋役、军费和地方控制的矛盾累积","起事迅速扩展，显示统一后的地区治理并未消除基层压力","chapters/northern-song/economy-society-and-cities.tex"
